query,assignmentId,imageURL,Relevance,clusterNo
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/4.jpg,0,0
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/5.jpg,1,3
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/6.jpg,1,5
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/7.jpg,1,2
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/8.jpg,1,6
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/9.jpg,1,1
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/10.jpg,2,2
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/11.jpg,2,2
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/12.jpg,2,2
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/13.jpg,2,1
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/14.jpg,2,5
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/15.jpg,2,2
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/16.jpg,3,3
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/17.jpg,3,2
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/18.jpg,3,3
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/19.jpg,2,2
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/20.jpg,3,2
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/21.jpg,2,2
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/22.jpg,3,3
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/23.jpg,2,2
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/24.jpg,3,3
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/25.jpg,3,2
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/26.jpg,3,3
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/27.jpg,3,3
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/28.jpg,2,3
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/29.jpg,3,3
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/30.jpg,1,2
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/31.jpg,0,0
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/32.jpg,0,0
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/33.jpg,3,4
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/34.jpg,3,4
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/35.jpg,3,4
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/36.jpg,3,5
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/37.jpg,3,5
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/38.jpg,1,5
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/39.jpg,3,5
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/40.jpg,1,5
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/41.jpg,2,2
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/42.jpg,2,5
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/43.jpg,2,2
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/44.jpg,3,7
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/45.jpg,2,2
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/46.jpg,1,6
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/47.jpg,1,6
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/48.jpg,2,10
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/49.jpg,2,2
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/50.jpg,2,10
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/51.jpg,2,10
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/52.jpg,3,9
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/53.jpg,3,8
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/54.jpg,3,8
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/55.jpg,3,9
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/56.jpg,2,3
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/57.jpg,3,10
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/58.jpg,3,10
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/60.jpg,3,10
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/61.jpg,3,10
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/62.jpg,3,10
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/63.jpg,2,3
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/64.jpg,2,10
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/65.jpg,2,10
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/66.jpg,2,11
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/67.jpg,2,10
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/68.jpg,3,11
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/69.jpg,3,12
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/70.jpg,1,4
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/71.jpg,3,13
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/72.jpg,1,4
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/73.jpg,2,15
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/74.jpg,2,11
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/75.jpg,2,4
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/76.jpg,2,4
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/77.jpg,3,14
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/78.jpg,2,4
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/79.jpg,2,4
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/80.jpg,2,14
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/81.jpg,3,14
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/82.jpg,2,14
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/83.jpg,2,4
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/84.jpg,3,14
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/85.jpg,2,12
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/86.jpg,3,14
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/87.jpg,2,14
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/88.jpg,2,12
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/89.jpg,3,14
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/90.jpg,1,13
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/91.jpg,3,14
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/92.jpg,3,15
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/93.jpg,2,4
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/94.jpg,2,4
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/95.jpg,3,15
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/96.jpg,2,12
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/97.jpg,2,16
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/98.jpg,3,15
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/99.jpg,2,12
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/100.jpg,2,12
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/101.jpg,2,12
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/102.jpg,3,17
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/103.jpg,2,14
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/104.jpg,2,19
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/105.jpg,2,19
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/106.jpg,2,4
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/107.jpg,2,17
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/108.jpg,2,18
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/109.jpg,2,17
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/110.jpg,3,19
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/111.jpg,3,18
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/112.jpg,2,14
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/113.jpg,2,14
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/114.jpg,2,14
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/115.jpg,2,17
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/116.jpg,2,15
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/117.jpg,2,15
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/118.jpg,2,15
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/119.jpg,2,15
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/120.jpg,3,18
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/121.jpg,3,21
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/122.jpg,3,21
bodybuilding transformation,336YQZE83WL9XXSVYNTID37YRW0M5G,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/123.jpg,3,21
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/124.jpg,2,3
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/125.jpg,2,20
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/126.jpg,2,20
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/127.jpg,2,20
bodybuilding transformation,3T3IWE1XG7U23E1DRCIXXSXHH0JQTY,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/128.jpg,2,20
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/129.jpg,2,3
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/130.jpg,3,20
bodybuilding transformation,326O153BMJ56PMFBWVNIY7QHVBEDEX,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/131.jpg,2,2
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/132.jpg,2,3
bodybuilding transformation,3ITXP059PXQK2RKL7MTYQMP91MJSJQ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/133.jpg,2,3
bodybuilding transformation,3V5Q80FXIYYGCE1YAMM5JXVG7VZ23M,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/134.jpg,3,21
bodybuilding transformation,3JMSRU9HQJ1SJ3FXNGNC4TWOWLWVEZ,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/bodybuilding transformation/0.jpg,1,20
blok ekipa 79,3DBQWDE4Y75FFFDVAO8IQIWYXPT5NP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/0.jpg,1,1
blok ekipa 79,3VAR3R6G1Q8GKIW991FYHR6UOMNO86,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/1.jpg,2,1
blok ekipa 79,3ON104KXQL3N6QI9OKGVH93BQ38W44,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/2.jpg,2,1
blok ekipa 79,3ON104KXQL3N6QI9OKGVH93BQ38W44,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/3.jpg,2,1
blok ekipa 79,3LEIZ60CDK6SXRTQG2WTXL89SW1Z91,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/4.jpg,3,1
blok ekipa 79,3VAR3R6G1Q8GKIW991FYHR6UOMNO86,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/5.jpg,2,1
blok ekipa 79,3ON104KXQL3N6QI9OKGVH93BQ38W44,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/6.jpg,2,2
blok ekipa 79,3LEIZ60CDK6SXRTQG2WTXL89SW1Z91,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/7.jpg,2,2
blok ekipa 79,3UOUJI6MTEL1COHEDV3ZWWFCXHQUX3,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/8.jpg,2,2
blok ekipa 79,3C8HJ7UOP8174BCK5B0Y27ETSVEZM6,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/9.jpg,3,2
blok ekipa 79,3ON104KXQL3N6QI9OKGVH93BQ38W44,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/10.jpg,3,2
blok ekipa 79,3ON104KXQL3N6QI9OKGVH93BQ38W44,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/11.jpg,1,2
blok ekipa 79,3LEIZ60CDK6SXRTQG2WTXL89SW1Z91,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/12.jpg,2,3
blok ekipa 79,3LEIZ60CDK6SXRTQG2WTXL89SW1Z91,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/13.jpg,2,3
blok ekipa 79,3VAR3R6G1Q8GKIW991FYHR6UOMNO86,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/14.jpg,2,3
blok ekipa 79,3LEIZ60CDK6SXRTQG2WTXL89SW1Z91,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/15.jpg,2,3
blok ekipa 79,3ON104KXQL3N6QI9OKGVH93BQ38W44,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/16.jpg,2,3
blok ekipa 79,3C8HJ7UOP8174BCK5B0Y27ETSVEZM6,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/17.jpg,0,0
blok ekipa 79,3VAR3R6G1Q8GKIW991FYHR6UOMNO86,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/18.jpg,2,4
blok ekipa 79,3VAR3R6G1Q8GKIW991FYHR6UOMNO86,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/19.jpg,2,4
blok ekipa 79,3DBQWDE4Y75FFFDVAO8IQIWYXPT5NP,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/20.jpg,2,4
blok ekipa 79,3LEIZ60CDK6SXRTQG2WTXL89SW1Z91,https://data.vision.ee.ethz.ch/arunv/AMT_VideoFrames/blok ekipa 79/21.jpg,3,4
